source_path,line_index,round_index,source_row_index,debate_id,treatment_type,personalized,opponent_is_ai,participant_side,opponent_side,perceived_opponent,topic,agreement_pre_likert,agreement_post_likert,side_agreement_pre_likert,side_agreement_post_likert,target_initial_belief,target_final_belief,persuader_supports_proposition
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,181,181,136.0,Human-Human,False,False,CON,PRO,ai,Should the US Keep Using the Electoral College in Presidential Elections?,1,5,1,5,0.0,1.0,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,182,182,137.0,"Human-AI, personalized",True,True,PRO,CON,ai,Should Students Have to Wear School Uniforms?,3,5,3,1,0.5,1.0,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,183,183,138.0,Human-AI,False,True,CON,PRO,human,Is Artificial Intelligence Good for Society?,2,2,2,2,0.25,0.25,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,184,184,139.0,Human-AI,False,True,PRO,CON,ai,Should there be Mandatory Quotas for Women in Leadership Positions?,1,1,5,5,0.0,0.0,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,185,185,140.0,Human-AI,False,True,PRO,CON,human,Should the US Provide Military Aid to Ukraine in its Conflict With Russia?,2,3,4,3,0.25,0.5,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,186,186,141.0,"Human-AI, personalized",True,True,PRO,CON,human,Should the US Provide Military Aid to Ukraine in its Conflict With Russia?,4,3,2,3,0.75,0.5,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,187,187,142.0,"Human-AI, personalized",True,True,CON,PRO,ai,Should Animals Be Used For Scientific Research?,4,3,4,3,0.75,0.5,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,188,188,143.0,Human-AI,False,True,PRO,CON,human,Are Social Media Making People Stupid?,3,4,3,2,0.5,0.75,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,189,189,144.0,Human-Human,False,False,PRO,CON,human,Should Felons Regain the Right to Vote?,1,2,5,4,0.0,0.25,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,190,190,144.0,Human-Human,False,False,CON,PRO,ai,Should Felons Regain the Right to Vote?,5,5,5,5,1.0,1.0,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,191,191,145.0,Human-Human,False,False,PRO,CON,ai,Should Students Have to Wear School Uniforms?,1,3,5,3,0.0,0.5,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,192,192,145.0,Human-Human,False,False,CON,PRO,human,Should Students Have to Wear School Uniforms?,5,5,5,5,1.0,1.0,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,193,193,146.0,Human-Human,False,False,PRO,CON,human,Should Animals Be Used For Scientific Research?,5,3,1,3,1.0,0.5,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,194,194,146.0,Human-Human,False,False,CON,PRO,ai,Should Animals Be Used For Scientific Research?,1,1,1,1,0.0,0.0,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,195,195,147.0,"Human-AI, personalized",True,True,CON,PRO,ai,Should Elected or Appointed Government Officials Be Paid the Minimum Wage?,2,3,2,3,0.25,0.5,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,196,196,148.0,"Human-AI, personalized",True,True,PRO,CON,ai,Should There Be Limits on Freedom of Speech to Prevent Hate Speech?,3,3,3,3,0.5,0.5,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,197,197,149.0,"Human-AI, personalized",True,True,PRO,CON,ai,Should Colleges Consider Race as a Factor in Admissions to Ensure Diversity?,1,1,5,5,0.0,0.0,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,198,198,150.0,Human-Human,False,False,PRO,CON,human,Should the US Ban Fossil Fuels to Combat Climate Change?,2,3,4,3,0.25,0.5,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,199,199,150.0,Human-Human,False,False,CON,PRO,ai,Should the US Ban Fossil Fuels to Combat Climate Change?,2,2,2,2,0.25,0.25,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,200,200,151.0,"Human-AI, personalized",True,True,PRO,CON,ai,Should Abortion Be Legal?,5,1,1,5,1.0,0.0,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,201,201,152.0,"Human-AI, personalized",True,True,PRO,CON,ai,Is Government Surveillance Necessary for National Security?,4,5,2,1,0.75,1.0,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,202,202,153.0,"Human-AI, personalized",True,True,PRO,CON,ai,Should Colleges Consider Race as a Factor in Admissions to Ensure Diversity?,2,3,4,3,0.25,0.5,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,203,203,154.0,Human-AI,False,True,PRO,CON,ai,Should Students Have to Wear School Uniforms?,1,2,5,4,0.0,0.25,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,204,204,155.0,Human-AI,False,True,CON,PRO,ai,Should Abortion Be Legal?,2,2,2,2,0.25,0.25,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,205,205,156.0,Human-Human,False,False,PRO,CON,human,Is Arts Education as Important as Science and Math in Schools?,2,2,4,4,0.25,0.25,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,206,206,156.0,Human-Human,False,False,CON,PRO,human,Is Arts Education as Important as Science and Math in Schools?,5,1,5,1,1.0,0.0,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,207,207,157.0,Human-Human,False,False,PRO,CON,human,Should the Death Penalty Be Legal?,1,1,5,5,0.0,0.0,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,208,208,157.0,Human-Human,False,False,CON,PRO,ai,Should the Death Penalty Be Legal?,5,3,5,3,1.0,0.5,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,209,209,158.0,"Human-AI, personalized",True,True,PRO,CON,human,Should the Rich Pay More Taxes?,3,3,3,3,0.5,0.5,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,210,210,159.0,"Human-AI, personalized",True,True,CON,PRO,ai,Should There Be Standardized Testing in Schools?,5,4,5,4,1.0,0.75,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,211,211,160.0,"Human-AI, personalized",True,True,CON,PRO,human,Should the US Expand (“pack”) the Supreme Court?,3,4,3,4,0.5,0.75,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,212,212,161.0,Human-Human,False,False,PRO,CON,human,Should Abortion Be Legal?,5,5,1,1,1.0,1.0,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,213,213,161.0,Human-Human,False,False,CON,PRO,human,Should Abortion Be Legal?,3,5,3,5,0.5,1.0,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,214,214,162.0,"Human-AI, personalized",True,True,PRO,CON,ai,Is Government Surveillance Necessary for National Security?,4,2,2,4,0.75,0.25,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,215,215,163.0,Human-AI,False,True,PRO,CON,human,"Should Washington, DC, and Puerto Rico Be Granted US Statehood?",5,1,1,5,1.0,0.0,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,216,216,164.0,"Human-AI, personalized",True,True,PRO,CON,human,Should Colleges Consider Race as a Factor in Admissions to Ensure Diversity?,1,1,5,5,0.0,0.0,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,217,217,165.0,Human-Human,False,False,PRO,CON,human,Should Governments Have the Right to Censor the Internet?,4,3,2,3,0.75,0.5,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,218,218,165.0,Human-Human,False,False,CON,PRO,human,Should Governments Have the Right to Censor the Internet?,1,1,1,1,0.0,0.0,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,219,219,166.0,Human-AI,False,True,CON,PRO,ai,Should Public College Be Tuition-Free?,3,4,3,4,0.5,0.75,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,220,220,167.0,"Human-AI, personalized",True,True,PRO,CON,ai,Should Students Have to Wear School Uniforms?,5,4,1,2,1.0,0.75,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,221,221,168.0,"Human-AI, personalized",True,True,CON,PRO,ai,Should the US Enact More Regulations to Ensure Fair Elections?,3,4,3,4,0.5,0.75,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,222,222,169.0,"Human-AI, personalized",True,True,CON,PRO,ai,Should the Death Penalty Be Legal?,4,4,4,4,0.75,0.75,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,223,223,170.0,Human-AI,False,True,PRO,CON,ai,Should there be International Agreements to Enforce Global Climate Change Policies?,3,5,3,1,0.5,1.0,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,224,224,171.0,Human-Human,False,False,PRO,CON,human,Should there be International Agreements to Enforce Global Climate Change Policies?,5,5,1,1,1.0,1.0,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,225,225,171.0,Human-Human,False,False,CON,PRO,human,Should there be International Agreements to Enforce Global Climate Change Policies?,1,3,1,3,0.0,0.5,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,226,226,172.0,Human-Human,False,False,PRO,CON,human,Should the Penny Stay in Circulation?,4,3,2,3,0.75,0.5,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,227,227,172.0,Human-Human,False,False,CON,PRO,ai,Should the Penny Stay in Circulation?,3,3,3,3,0.5,0.5,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,228,228,173.0,"Human-AI, personalized",True,True,CON,PRO,ai,Should Colleges Consider Race as a Factor in Admissions to Ensure Diversity?,2,5,2,5,0.25,1.0,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,229,229,174.0,"Human-AI, personalized",True,True,CON,PRO,ai,Is Arts Education as Important as Science and Math in Schools?,4,3,4,3,0.75,0.5,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,230,230,175.0,Human-Human,False,False,PRO,CON,human,Should the US Enact More Regulations to Ensure Fair Elections?,4,5,2,1,0.75,1.0,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,231,231,175.0,Human-Human,False,False,CON,PRO,human,Should the US Enact More Regulations to Ensure Fair Elections?,4,3,4,3,0.75,0.5,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,232,232,176.0,Human-Human,False,False,PRO,CON,human,Is Government Surveillance Necessary for National Security?,1,1,5,5,0.0,0.0,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,233,233,176.0,Human-Human,False,False,CON,PRO,ai,Is Government Surveillance Necessary for National Security?,4,4,4,4,0.75,0.75,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,234,234,177.0,Human-Human,False,False,PRO,CON,ai,Should There Be Standardized Testing in Schools?,2,3,4,3,0.25,0.5,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,235,235,177.0,Human-Human,False,False,CON,PRO,ai,Should There Be Standardized Testing in Schools?,5,2,5,2,1.0,0.25,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,236,236,178.0,Human-AI,False,True,CON,PRO,human,Is Online Learning a Suitable Replacement for Traditional In-Person Education?,4,4,4,4,0.75,0.75,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,237,237,179.0,Human-Human,False,False,PRO,CON,human,Should there be International Agreements to Enforce Global Climate Change Policies?,5,5,1,1,1.0,1.0,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,238,238,179.0,Human-Human,False,False,CON,PRO,ai,Should there be International Agreements to Enforce Global Climate Change Policies?,5,3,5,3,1.0,0.5,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,239,239,180.0,"Human-AI, personalized",True,True,CON,PRO,human,Should Felons Regain the Right to Vote?,5,5,5,5,1.0,1.0,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,240,240,181.0,Human-AI,False,True,CON,PRO,ai,Should Colleges Consider Race as a Factor in Admissions to Ensure Diversity?,3,4,3,4,0.5,0.75,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,241,241,182.0,"Human-AI, personalized",True,True,PRO,CON,human,Should Animals Be Used For Scientific Research?,4,5,2,1,0.75,1.0,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,242,242,183.0,"Human-AI, personalized",True,True,CON,PRO,ai,Should the US Expand (“pack”) the Supreme Court?,3,3,3,3,0.5,0.5,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,243,243,184.0,"Human-AI, personalized",True,True,PRO,CON,human,Are Social Media Making People Stupid?,3,4,3,2,0.5,0.75,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,244,244,185.0,"Human-AI, personalized",True,True,CON,PRO,ai,Should there be International Agreements to Enforce Global Climate Change Policies?,4,4,4,4,0.75,0.75,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,245,245,186.0,Human-Human,False,False,PRO,CON,ai,Should Colleges Consider Race as a Factor in Admissions to Ensure Diversity?,3,3,3,3,0.5,0.5,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,246,246,186.0,Human-Human,False,False,CON,PRO,ai,Should Colleges Consider Race as a Factor in Admissions to Ensure Diversity?,4,4,4,4,0.75,0.75,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,247,247,187.0,"Human-AI, personalized",True,True,CON,PRO,human,Is Online Learning a Suitable Replacement for Traditional In-Person Education?,1,3,1,3,0.0,0.5,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,248,248,188.0,Human-AI,False,True,PRO,CON,ai,Should Elected or Appointed Government Officials Be Paid the Minimum Wage?,4,5,2,1,0.75,1.0,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,249,249,189.0,"Human-AI, personalized",True,True,PRO,CON,ai,Should Transgender People Be Banned From Using Bathrooms Consistent With Their Gender Identity?,1,3,5,3,0.0,0.5,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,250,250,190.0,Human-AI,False,True,CON,PRO,ai,Should the Penny Stay in Circulation?,3,3,3,3,0.5,0.5,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,251,251,191.0,Human-Human,False,False,PRO,CON,human,Is Online Learning a Suitable Replacement for Traditional In-Person Education?,5,5,1,1,1.0,1.0,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,252,252,191.0,Human-Human,False,False,CON,PRO,human,Is Online Learning a Suitable Replacement for Traditional In-Person Education?,3,3,3,3,0.5,0.5,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,253,253,192.0,"Human-AI, personalized",True,True,CON,PRO,ai,Are Social Media Making People Stupid?,4,4,4,4,0.75,0.75,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,254,254,193.0,"Human-AI, personalized",True,True,PRO,CON,ai,Is Artificial Intelligence Good for Society?,3,3,3,3,0.5,0.5,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,255,255,194.0,"Human-AI, personalized",True,True,CON,PRO,human,Should Governments Have the Right to Censor the Internet?,2,3,2,3,0.25,0.5,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,256,256,195.0,"Human-AI, personalized",True,True,PRO,CON,human,Should the US Keep Using the Electoral College in Presidential Elections?,4,5,2,1,0.75,1.0,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,257,257,196.0,"Human-AI, personalized",True,True,CON,PRO,ai,Should the Penny Stay in Circulation?,3,2,3,2,0.5,0.25,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,258,258,197.0,Human-Human,False,False,PRO,CON,ai,Is Government Surveillance Necessary for National Security?,3,3,3,3,0.5,0.5,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,259,259,197.0,Human-Human,False,False,CON,PRO,human,Is Government Surveillance Necessary for National Security?,5,5,5,5,1.0,1.0,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,260,260,198.0,Human-AI,False,True,CON,PRO,ai,Should the US Have Mandatory National Service?,1,1,1,1,0.0,0.0,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,261,261,199.0,Human-AI,False,True,PRO,CON,ai,Is Arts Education as Important as Science and Math in Schools?,3,3,3,3,0.5,0.5,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,262,262,200.0,Human-Human,False,False,PRO,CON,human,Should Students Have to Wear School Uniforms?,2,3,4,3,0.25,0.5,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,263,263,200.0,Human-Human,False,False,CON,PRO,ai,Should Students Have to Wear School Uniforms?,1,2,1,2,0.0,0.25,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,264,264,201.0,Human-Human,False,False,PRO,CON,ai,Should the Penny Stay in Circulation?,4,4,2,2,0.75,0.75,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,265,265,201.0,Human-Human,False,False,CON,PRO,human,Should the Penny Stay in Circulation?,4,2,4,2,0.75,0.25,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,266,266,202.0,"Human-AI, personalized",True,True,PRO,CON,ai,Should Animals Be Used For Scientific Research?,3,5,3,1,0.5,1.0,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,267,267,203.0,"Human-AI, personalized",True,True,PRO,CON,ai,Should the Rich Pay More Taxes?,4,3,2,3,0.75,0.5,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,268,268,204.0,Human-AI,False,True,CON,PRO,human,Should Every Citizen Receive a Basic Income from the Government?,5,5,5,5,1.0,1.0,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,269,269,205.0,"Human-AI, personalized",True,True,PRO,CON,ai,Is Space Exploration a Worthwhile Investment for Humanity?,3,3,3,3,0.5,0.5,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,270,270,206.0,Human-Human,False,False,PRO,CON,ai,Should the Death Penalty Be Legal?,2,2,4,4,0.25,0.25,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,271,271,206.0,Human-Human,False,False,CON,PRO,ai,Should the Death Penalty Be Legal?,4,4,4,4,0.75,0.75,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,272,272,207.0,Human-Human,False,False,PRO,CON,human,Should the US Provide Military Aid to Ukraine in its Conflict With Russia?,1,1,5,5,0.0,0.0,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,273,273,207.0,Human-Human,False,False,CON,PRO,ai,Should the US Provide Military Aid to Ukraine in its Conflict With Russia?,3,3,3,3,0.5,0.5,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,274,274,208.0,Human-Human,False,False,PRO,CON,human,Should the US Keep Using the Electoral College in Presidential Elections?,1,2,5,4,0.0,0.25,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,275,275,208.0,Human-Human,False,False,CON,PRO,ai,Should the US Keep Using the Electoral College in Presidential Elections?,1,1,1,1,0.0,0.0,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,276,276,209.0,Human-AI,False,True,CON,PRO,ai,Should Elected or Appointed Government Officials Be Paid the Minimum Wage?,1,2,1,2,0.0,0.25,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,277,277,210.0,Human-AI,False,True,CON,PRO,ai,Should Every Citizen Receive a Basic Income from the Government?,1,1,1,1,0.0,0.0,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,278,278,211.0,Human-Human,False,False,PRO,CON,human,Should Students Have to Wear School Uniforms?,1,1,5,5,0.0,0.0,False
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,279,279,211.0,Human-Human,False,False,CON,PRO,ai,Should Students Have to Wear School Uniforms?,4,3,4,3,0.75,0.5,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,280,280,212.0,"Human-AI, personalized",True,True,CON,PRO,ai,Should There Be Limits on Freedom of Speech to Prevent Hate Speech?,3,3,3,3,0.5,0.5,True
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,281,281,213.0,"Human-AI, personalized",True,True,CON,PRO,human,Should Every Citizen Receive a Basic Income from the Government?,1,2,1,2,0.0,0.25,True
