corpus,source,split,proposition_id,pair_family,mirror_magnitude,for_delta,against_delta,for_minus_against,abs_for_minus_against
vanilla_llm_target,debategpt,test,Animals should be used for scientific research.,very,0.0890842473,0.050915752749772794,-0.030915752749772762,0.08183150549954556,0.08183150549954556
vanilla_llm_target,debategpt,test,Students should have to wear school uniforms.,very,0.0513982903,0.06860170972648594,0.0013982902735140135,0.06720341945297192,0.06720341945297192
vanilla_llm_target,debategpt,test,There should be international agreements to enforce global climate change policies.,very,0.0292453585,0.22075464151247015,-0.0007546415124701777,0.22150928302494033,0.22150928302494033
vanilla_llm_target,debategpt,test,Abortion should be legal.,very,0.0483388608,0.051661139193041584,-0.001661139193041672,0.053322278386083256,0.053322278386083256
vanilla_llm_target,debategpt,test,The US should enact more regulations to ensure fair elections.,very,0.0143270736,0.5356729263629452,0.004327073637054868,0.5313458527258903,0.5313458527258903
vanilla_llm_target,debategpt,test,There should be limits on freedom of speech to prevent hate speech.,very,0.0264009447,0.09359905533978852,-0.0035990553397885483,0.09719811067957707,0.09719811067957707
vanilla_llm_target,debategpt,test,There should be standardized testing in schools.,very,0.0308379386,0.21916206143078257,-0.1891620614307825,0.40832412286156505,0.40832412286156505
vanilla_llm_target,debategpt,test,The US should expand ('pack') the Supreme Court.,very,0.0327079005,0.04729209948389702,0.0027079005161029235,0.04458419896779409,0.04458419896779409
vanilla_llm_target,debategpt,test,Colleges should consider race as a factor in admissions to ensure diversity.,very,0.0645955535,0.07540444647879663,-0.8754044464787966,0.9508088929575932,0.9508088929575932
vanilla_llm_target,debategpt,test,The death penalty should be legal.,very,0.0849741106,0.03502588942754668,0.0049741105724533385,0.030051778855093345,0.030051778855093345
vanilla_llm_target,debategpt,test,Arts education is as important as science and math in schools.,very,0.001074199,0.2989258010212683,0.001074198978731733,0.2978516020425366,0.2978516020425366
vanilla_llm_target,debategpt,test,Every citizen should receive a basic income from the government.,mid,0.3496122355,0.05038776447303306,0.029612235526967012,0.020775528946066046,0.020775528946066046
vanilla_llm_target,debategpt,test,Government surveillance is necessary for national security.,mid,0.2355600766,0.004439923440312521,-0.004439923440312521,0.008879846880625042,0.008879846880625042
vanilla_llm_target,debategpt,test,Online learning is a suitable replacement for traditional in-person education.,mid,0.2694423089,0.000557691092988144,-0.410557691092988,0.41111538218597615,0.41111538218597615
vanilla_llm_target,debategpt,test,There should be mandatory quotas for women in leadership positions.,mid,0.2562534832,0.003746516807509981,-0.0037465168075099253,0.007493033615019906,0.007493033615019906
vanilla_llm_target,debategpt,test,Elected or appointed government officials should be paid the minimum wage.,mid,0.2715287582,-0.0015287581654789273,-0.418471241834521,0.4169424836690421,0.4169424836690421
vanilla_llm_target,debategpt,test,Felons should regain the right to vote.,mid,0.153171155,0.046828845040816885,0.0031711549591830757,0.04365769008163381,0.04365769008163381
vanilla_llm_target,debategpt,test,The rich should pay more taxes.,mid,0.2328938359,-0.0028938359346742937,0.0028938359346742937,-0.005787671869348587,0.005787671869348587
vanilla_llm_target,debategpt,test,Public college should be tuition-free.,mid,0.3006943715,-0.0006943715034734566,0.02069437150347342,-0.021388743006946875,0.021388743006946875
vanilla_llm_target,debategpt,test,The US should ban fossil fuels to combat climate change.,mid,0.1750480392,0.10495196084642472,-0.04495196084642461,0.14990392169284933,0.14990392169284933
vanilla_llm_target,debategpt,test,The penny should stay in circulation.,mid,0.1249760954,-0.004976095405269193,0.004976095405269221,-0.009952190810538414,0.009952190810538414
vanilla_llm_target,debategpt,test,The US should have mandatory national service.,mid,0.2849963304,-0.004996330370357904,-0.035003669629641965,0.03000733925928406,0.03000733925928406
vanilla_llm_target,debategpt,test,Artificial intelligence is good for society.,mid,0.2639177651,0.1160822348949419,0.003917765105058146,0.11216446978988376,0.11216446978988376
vanilla_llm_target,debategpt,test,Social media are making people stupid.,mid,0.2577368331,0.0022631668758406054,-0.0022631668758406054,0.004526333751681211,0.004526333751681211
vanilla_llm_target,debategpt,test,Governments should have the right to censor the Internet.,mid,0.2350701227,0.004929877341165262,-0.004929877341165234,0.009859754682330496,0.009859754682330496
vanilla_llm_target,debategpt,test,Space exploration is a worthwhile investment for humanity.,mid,0.1842885416,0.03571145844461618,-0.025711458444616087,0.061422916889232265,0.061422916889232265
vanilla_llm_target,debategpt,test,The US should provide military aid to Ukraine in its conflict with Russia.,mid,0.2378187539,0.002181246066800091,-0.0021812460668000355,0.0043624921336001266,0.0043624921336001266
vanilla_llm_target,debategpt,test,Animals should be used for scientific research.,mid,0.1043727408,0.11562725924995101,-0.045627259249951035,0.16125451849990205,0.16125451849990205
vanilla_llm_target,debategpt,test,Students should have to wear school uniforms.,mid,0.2498177989,0.00018220105502059214,-0.00018220105502053663,0.00036440211004112877,0.00036440211004112877
vanilla_llm_target,debategpt,test,There should be international agreements to enforce global climate change policies.,mid,0.2447011328,0.10529886723086002,0.004701132769139971,0.10059773446172005,0.10059773446172005
vanilla_llm_target,debategpt,test,Abortion should be legal.,mid,0.1268499195,0.003150080459126542,-0.0031500804591265696,0.0063001609182531115,0.0063001609182531115
vanilla_llm_target,debategpt,test,The US should enact more regulations to ensure fair elections.,mid,0.1605676087,-0.0005676087143155206,0.0005676087143154929,-0.0011352174286310135,0.0011352174286310135
vanilla_llm_target,debategpt,test,There should be limits on freedom of speech to prevent hate speech.,mid,0.1317463137,-0.0017463136912502508,0.001746313691250223,-0.003492627382500474,0.003492627382500474
vanilla_llm_target,debategpt,test,There should be standardized testing in schools.,mid,0.2858090473,0.11419095271461027,-0.034190952714610146,0.14838190542922042,0.14838190542922042
vanilla_llm_target,debategpt,test,The US should expand ('pack') the Supreme Court.,mid,0.3491881694,0.0008118305502797796,-0.0008118305502797796,0.0016236611005595591,0.0016236611005595591
vanilla_llm_target,debategpt,test,Colleges should consider race as a factor in admissions to ensure diversity.,mid,0.2510385641,-0.0010385640561014764,-0.04896143594389857,0.04792287188779709,0.04792287188779709
vanilla_llm_target,debategpt,test,The death penalty should be legal.,mid,0.1344953648,-0.004495364828490972,0.004495364828491,-0.008990729656981972,0.008990729656981972
vanilla_llm_target,debategpt,test,Arts education is as important as science and math in schools.,mid,0.2289739123,0.0010260876645331596,-0.4510260876645331,0.4520521753290663,0.4520521753290663
structure_target,debategpt,test,Every citizen should receive a basic income from the government.,very,0.0012202101,0.09877978994006975,-0.2787797899400698,0.37755957988013955,0.37755957988013955
structure_target,debategpt,test,Government surveillance is necessary for national security.,very,0.0937296144,0.026270385644675792,-0.5262703856446758,0.5525407712893515,0.5525407712893515
structure_target,debategpt,test,Online learning is a suitable replacement for traditional in-person education.,very,0.0677318392,0.11226816081973932,-0.15226816081973926,0.2645363216394786,0.2645363216394786
structure_target,debategpt,test,There should be mandatory quotas for women in leadership positions.,very,0.0753234677,0.07467653228105443,-0.08467653228105443,0.15935306456210885,0.15935306456210885
structure_target,debategpt,test,Felons should regain the right to vote.,very,0.01004733,0.9199526700133175,4.732998668255384e-05,0.9199053400266349,0.9199053400266349
structure_target,debategpt,test,The rich should pay more taxes.,very,0.0905861603,0.009413839733592194,0.000586160266407787,0.008827679467184407,0.008827679467184407
structure_target,debategpt,test,Public college should be tuition-free.,very,0.0024960755,0.04750392451875948,-0.21750392451875944,0.26500784903751895,0.26500784903751895
structure_target,debategpt,test,The US should ban fossil fuels to combat climate change.,very,0.022763996,0.1572360039568145,-0.35723600395681454,0.514472007913629,0.514472007913629
structure_target,debategpt,test,The penny should stay in circulation.,very,0.0532513602,0.046748639769857964,0.003251360230142053,0.04349727953971591,0.04349727953971591
structure_target,debategpt,test,The US should have mandatory national service.,very,0.0765814043,0.003418595686872583,-0.7734185956868725,0.7768371913737451,0.7768371913737451
structure_target,debategpt,test,Artificial intelligence is good for society.,very,0.0204489486,0.1995510514410935,-0.1595510514410936,0.35910210288218714,0.35910210288218714
structure_target,debategpt,test,Elected or appointed government officials should be paid the minimum wage.,very,0.0472046345,0.07279536546899085,-0.772795365468991,0.8455907309379818,0.8455907309379818
structure_target,debategpt,test,Social media are making people stupid.,very,0.0314437728,0.16855622718435945,-0.14855622718435946,0.31711245436871893,0.31711245436871893
structure_target,debategpt,test,Governments should have the right to censor the Internet.,very,0.0432340527,0.03676594726967816,0.003234052730321846,0.033531894539356316,0.033531894539356316
structure_target,debategpt,test,Space exploration is a worthwhile investment for humanity.,very,0.0597110722,0.2202889277538248,-0.00028892775382483027,0.22057785550764963,0.22057785550764963
structure_target,debategpt,test,The US should provide military aid to Ukraine in its conflict with Russia.,very,0.0933757678,0.13662423223328604,0.0033757677667139996,0.13324846446657204,0.13324846446657204
structure_target,debategpt,test,Animals should be used for scientific research.,very,0.0507694167,0.06923058325938555,0.0007694167406143704,0.06846116651877118,0.06846116651877118
structure_target,debategpt,test,Students should have to wear school uniforms.,very,0.0071053771,0.24289462287532287,-0.17289462287532298,0.41578924575064585,0.41578924575064585
structure_target,debategpt,test,There should be international agreements to enforce global climate change policies.,very,0.0556009454,0.16439905463428459,-0.004399054634284694,0.16879810926856928,0.16879810926856928
structure_target,debategpt,test,Abortion should be legal.,very,0.0705602624,0.6294397376030769,0.0005602623969230835,0.6288794752061538,0.6288794752061538
structure_target,debategpt,test,The US should enact more regulations to ensure fair elections.,very,0.0785186258,0.2714813741887852,-0.16148137418878517,0.43296274837757037,0.43296274837757037
structure_target,debategpt,test,There should be limits on freedom of speech to prevent hate speech.,very,0.0445959959,0.295404004087221,0.004595995912778927,0.2908080081744421,0.2908080081744421
structure_target,debategpt,test,There should be standardized testing in schools.,very,0.048057383,0.1519426170252934,-0.17194261702529334,0.3238852340505868,0.3238852340505868
structure_target,debategpt,test,The US should expand ('pack') the Supreme Court.,very,0.0028131669,0.04718683312491484,-0.14718683312491487,0.1943736662498297,0.1943736662498297
structure_target,debategpt,test,Colleges should consider race as a factor in admissions to ensure diversity.,very,0.0380863354,0.0019136645617700218,-0.001913664561770112,0.003827329123540134,0.003827329123540134
structure_target,debategpt,test,The death penalty should be legal.,very,0.0889436891,-0.008943689143132164,-0.0010563108568678592,-0.007887378286264304,0.007887378286264304
structure_target,debategpt,test,Arts education is as important as science and math in schools.,very,0.0855505712,0.01444942882405345,-0.004449428824053414,0.018898857648106865,0.018898857648106865
structure_target,debategpt,test,Every citizen should receive a basic income from the government.,mid,0.2885414474,0.0014585525587375026,-0.03145855255873753,0.03291710511747503,0.03291710511747503
structure_target,debategpt,test,Government surveillance is necessary for national security.,mid,0.1930693575,0.02693064250061375,-0.03693064250061373,0.06386128500122748,0.06386128500122748
structure_target,debategpt,test,Online learning is a suitable replacement for traditional in-person education.,mid,0.2183213379,0.021678662059450515,-0.001678662059450442,0.023357324118900957,0.023357324118900957
structure_target,debategpt,test,There should be mandatory quotas for women in leadership positions.,mid,0.3207804191,-0.0007804190979123216,-0.39921958090208765,0.3984391618041753,0.3984391618041753
structure_target,debategpt,test,Elected or appointed government officials should be paid the minimum wage.,mid,0.1851858208,0.0048141792082709856,-0.514814179208271,0.519628358416542,0.519628358416542
structure_target,debategpt,test,Felons should regain the right to vote.,mid,0.3426001535,-0.002600153529140614,0.06260015352914061,-0.06520030705828123,0.06520030705828123
structure_target,debategpt,test,The rich should pay more taxes.,mid,0.3367274169,0.0032725831087530577,-0.003272583108753002,0.00654516621750606,0.00654516621750606
structure_target,debategpt,test,Public college should be tuition-free.,mid,0.1813835062,-0.0013835062303057533,0.0013835062303056977,-0.002767012460611451,0.002767012460611451
structure_target,debategpt,test,The US should ban fossil fuels to combat climate change.,mid,0.2583600837,0.06163991630679472,-0.12163991630679472,0.18327983261358943,0.18327983261358943
structure_target,debategpt,test,The penny should stay in circulation.,mid,0.2077986504,0.0022013496274302657,-0.002201349627430238,0.004402699254860504,0.004402699254860504
structure_target,debategpt,test,The US should have mandatory national service.,mid,0.1235896827,-0.00358968273360033,-0.6964103172663998,0.6928206345327994,0.6928206345327994
structure_target,debategpt,test,Artificial intelligence is good for society.,mid,0.3208915676,0.09910843236820444,0.0008915676317956533,0.09821686473640878,0.09821686473640878
structure_target,debategpt,test,Social media are making people stupid.,mid,0.2063919385,0.033608061542776124,-0.003608061542776042,0.037216123085552166,0.037216123085552166
structure_target,debategpt,test,Governments should have the right to censor the Internet.,mid,0.1517278783,0.048272121744159735,-0.06827212174415975,0.11654424348831949,0.11654424348831949
structure_target,debategpt,test,Space exploration is a worthwhile investment for humanity.,mid,0.1154518026,0.16454819743413404,-0.06454819743413409,0.22909639486826813,0.22909639486826813
structure_target,debategpt,test,The US should provide military aid to Ukraine in its conflict with Russia.,mid,0.3129494185,-0.0029494185034057985,0.0029494185034057985,-0.005898837006811597,0.005898837006811597
structure_target,debategpt,test,Animals should be used for scientific research.,mid,0.1518128833,0.02818711674367977,0.0018128832563202302,0.02637423348735954,0.02637423348735954
structure_target,debategpt,test,Students should have to wear school uniforms.,mid,0.3354223267,0.004577673252365744,-0.044577673252365724,0.04915534650473147,0.04915534650473147
structure_target,debategpt,test,There should be international agreements to enforce global climate change policies.,mid,0.222730967,0.07726903299636567,-0.16726903299636564,0.2445380659927313,0.2445380659927313
structure_target,debategpt,test,Abortion should be legal.,mid,0.2590299658,0.0009700342091247816,-0.0009700342091247816,0.0019400684182495631,0.0019400684182495631
structure_target,debategpt,test,The US should enact more regulations to ensure fair elections.,mid,0.2712776858,-0.0012776858446739148,0.0012776858446739148,-0.0025553716893478295,0.0025553716893478295
structure_target,debategpt,test,There should be standardized testing in schools.,mid,0.2807938658,0.059206134242278996,0.0007938657577210018,0.058412268484557994,0.058412268484557994
structure_target,debategpt,test,The US should expand ('pack') the Supreme Court.,mid,0.1549407483,-0.004940748342356666,-0.6650592516576435,0.6601185033152868,0.6601185033152868
structure_target,debategpt,test,There should be limits on freedom of speech to prevent hate speech.,mid,0.3033303263,-0.0033303263429269037,0.023330326342926866,-0.02666065268585377,0.02666065268585377
structure_target,debategpt,test,The death penalty should be legal.,mid,0.2868227267,0.0031772732949760796,-0.0031772732949761906,0.00635454658995227,0.00635454658995227
structure_target,debategpt,test,Arts education is as important as science and math in schools.,mid,0.3360845459,0.00391545409467281,-0.3239154540946727,0.3278309081893455,0.3278309081893455
structure_target,debategpt,test,Colleges should consider race as a factor in admissions to ensure diversity.,mid,0.204854334,-0.004854334028653595,-0.5451456659713464,0.5402913319426927,0.5402913319426927
